product1_DefaultCallProtocol;product1_ListenPort;product1_DefaultTransportProtocol;product1_Encryption;product1_SipZrtpAttribute;product1_AudioCodec;product1_VideoCodec;product1_Resolution;product1_SipMode;product1_H323Mode;product1_MTU;product1_DefaultCallRate;product1_MaxReceivedCallRate;product1_MaxTransmitedCallRate;product2_DefaultCallProtocol;product2_ListenPort;product2_DefaultTransportProtocol;product2_Encryption;product2_SipZrtpAttribute;product2_AudioCodec;product2_VideoCodec;product2_Resolution;product2_SipMode;product2_H323Mode;product2_MTU;product2_DefaultCallRate;product2_MaxReceivedCallRate;product2_MaxTransmitedCallRate
iptel.org;on;tls;off;auto;pcma-8000;h264;720;on;off;1073;1558;4631;801;icq;off;udp;off;true;telephone-event-80000;rtx;1080;on;on;1490;3685;2174;2389
sip;off;tls;on;auto;silk-24000;vp8;480;on;on;1073;4616;3281;591;irc;off;auto;off;auto;opus-48000;ulpfec;240;on;off;545;4746;95;4086
irc;off;tls;on;auto;silk-24000;auto;480;off;on;1088;4616;3281;591;irc;off;auto;off;auto;auto;vp8;1080;on;off;1084;3208;95;4086
iptel.org;off;tls;besteffort;auto;silk-24000;auto;240;off;on;770;4573;2186;1446;irc;on;auto;on;auto;silk-16000;vp8;240;on;off;999;2852;232;3940
iptel.org;off;tls;on;auto;pcmu-8000;red;480;off;on;1073;4985;3732;2156;irc;off;udp;off;auto;silk-8000;vp8;1080;on;on;968;2737;232;3940
irc;off;tls;on;auto;silk-24000;red;1080;off;on;1251;4525;3755;562;ippi;off;auto;off;auto;pcma-8000;red;720;on;off;968;2737;321;3203
irc;off;tls;on;auto;silk-24000;vp8;240;off;on;985;4832;1890;1446;irc;off;auto;on;auto;opus-48000;vp8;480;on;off;825;4886;95;4086
iptel.org;on;tls;off;auto;silk-16000;red;360;on;on;938;4573;3405;953;irc;off;auto;off;auto;auto;vp8;360;on;off;1084;3208;95;4086
irc;off;tls;on;auto;silk-24000;red;240;off;on;1179;4781;2558;1349;ippi;off;auto;off;auto;speex-32000;ulpfec;720;on;off;825;3208;95;4086
iptel.org;off;tls;on;auto;silk-24000;red;240;off;off;564;4616;3281;591;icq;on;auto;off;auto;silk-8000;auto;1080;on;off;1137;3014;499;485
irc;off;tls;on;auto;silk-24000;auto;360;off;on;1118;4641;2186;1446;irc;on;auto;on;auto;silk-8000;vp8;480;on;off;551;4013;278;1326
irc;off;tls;off;auto;silk-24000;auto;360;off;on;928;4896;2360;1382;irc;off;auto;off;auto;pcma-8000;ulpfec;1080;on;off;968;2737;321;129
sip;off;tls;on;auto;silk-24000;vp8;240;off;on;1068;4641;2186;1311;irc;off;auto;off;auto;silk-8000;auto;1080;on;off;1137;3014;499;485
iptel.org;on;tls;on;auto;silk-24000;vp8;240;off;on;511;4909;3690;1424;irc;off;auto;besteffort;auto;silk-8000;vp8;480;on;off;545;2737;358;2023
iptel.org;off;tls;on;auto;silk-24000;auto;480;off;on;938;4573;3405;953;irc;off;auto;off;auto;speex-16000;vp8;240;on;off;860;4013;358;4086
irc;on;auto;on;auto;silk-24000;red;720;on;on;680;4525;2186;1446;irc;on;auto;off;auto;telephone-event-80000;rtx;1080;on;off;551;4013;278;1326
irc;off;tls;on;auto;silk-24000;vp8;240;off;on;1088;4616;3281;591;irc;off;auto;off;auto;auto;vp8;1080;on;off;1084;3208;95;4086
iptel.org;off;tls;on;auto;silk-24000;vp8;240;off;on;1068;4641;2186;1446;h323;off;auto;on;auto;opus-48000;vp8;720;on;off;964;2737;321;4086
iptel.org;on;tls;on;auto;silk-24000;vp8;240;off;on;985;4832;1890;591;irc;off;auto;off;auto;silk-8000;vp8;240;on;off;1039;2892;232;4007
iptel.org;off;tls;off;auto;pcma-8000;red;480;on;on;938;4573;3405;953;irc;off;auto;off;auto;speex-16000;ulpfec;240;on;off;1101;3014;499;4086
irc;off;tls;on;auto;silk-24000;rtx;240;on;on;651;4573;2186;1446;h323;off;auto;on;auto;silk-8000;vp8;360;on;off;1039;2892;95;4086
sip;off;tls;on;auto;silk-24000;vp8;240;off;on;985;4781;3732;1296;irc;on;auto;on;auto;silk-8000;vp8;480;on;on;545;2737;358;2023
iptel.org;on;tls;on;auto;silk-24000;auto;240;off;on;985;4573;2186;1446;irc;off;auto;off;auto;silk-8000;red;1080;on;on;545;2737;321;3906
irc;on;tls;off;auto;pcma-8000;red;1080;off;on;1009;4525;3755;562;ippi;off;auto;off;auto;telephone-event-80000;rtx;1080;on;off;551;3208;499;4086
irc;off;tls;on;auto;silk-24000;auto;480;off;on;1088;4616;3281;584;irc;on;auto;on;auto;silk-8000;vp8;240;on;off;825;3208;95;4086
irc;off;tls;on;auto;silk-24000;auto;480;off;on;985;4832;3463;591;irc;off;auto;off;auto;silk-8000;vp8;360;on;off;1143;4918;95;3906
irc;off;tls;on;auto;silk-24000;auto;360;off;on;586;4985;2186;1446;irc;off;auto;on;auto;silk-8000;vp8;360;on;off;1039;2892;95;4086
sip;off;tls;on;auto;silk-24000;vp8;240;on;on;967;4616;2186;1009;irc;off;auto;on;auto;auto;vp8;480;on;off;904;3014;358;4086
iptel.org;on;tls;off;auto;pcma-8000;red;720;on;on;600;1558;4631;4586;icq;off;udp;off;true;telephone-event-80000;rtx;1080;on;on;1490;3685;2174;485
irc;off;tls;on;auto;silk-24000;red;480;off;on;1073;4985;3732;2156;googletalk;on;auto;off;auto;silk-8000;rtx;1080;on;on;1490;3685;358;2023
iptel.org;off;tls;off;auto;silk-24000;red;480;on;on;811;4781;1325;1446;irc;on;auto;on;auto;auto;vp8;240;on;off;999;2852;232;3940
sip;off;tls;on;auto;silk-24000;auto;240;on;on;571;4573;3234;1986;irc;off;auto;on;auto;silk-8000;vp8;240;on;off;1053;2852;95;4086
iptel.org;on;tls;on;auto;silk-24000;red;240;off;on;1073;4641;2951;1664;irc;off;auto;on;auto;silk-8000;vp8;240;on;off;1101;2471;321;4086
iptel.org;off;tls;on;auto;silk-24000;vp8;240;off;on;770;4573;2186;1446;irc;off;auto;on;auto;opus-48000;ulpfec;480;on;off;1039;2892;358;4086
iptel.org;on;tls;on;auto;silk-24000;red;240;off;off;564;4616;3281;591;icq;on;auto;off;auto;silk-8000;auto;1080;on;off;1137;3014;499;485
irc;off;tls;on;auto;silk-24000;auto;240;off;on;511;4909;3690;267;irc;off;auto;off;auto;silk-8000;vp8;480;on;off;954;3143;358;2373
iptel.org;off;tls;off;auto;pcma-8000;red;480;off;on;1073;4985;3463;591;irc;off;auto;besteffort;auto;silk-8000;vp8;480;on;off;968;2827;321;4086
iptel.org;off;tls;off;auto;pcma-8000;h264;360;on;on;817;4832;2945;1382;icq;on;udp;off;true;telephone-event-80000;rtx;1080;on;off;1490;4918;95;3906
sip;off;tls;on;auto;silk-24000;vp8;240;off;on;1073;4985;2619;591;irc;off;auto;on;auto;pcma-8000;vp8;480;on;off;722;2852;232;3940
irc;off;tls;off;auto;silk-24000;vp8;480;on;on;1069;4909;3276;1821;irc;off;auto;off;auto;silk-8000;vp8;240;on;off;1039;2892;358;4086
sip;off;tls;on;auto;silk-24000;vp8;240;off;on;1178;4525;2655;1446;irc;on;auto;on;auto;pcma-8000;ulpfec;240;on;off;860;4013;358;4086
iptel.org;off;tls;off;auto;amr-wb-16000;red;720;off;off;600;4832;3228;1382;icq;off;auto;off;auto;silk-8000;rtx;1080;on;off;1258;3685;1793;2389
irc;off;tls;on;auto;silk-24000;vp8;240;off;on;985;4832;1890;591;irc;off;auto;off;auto;silk-8000;red;1080;on;off;1039;2892;399;4086
h323;off;tls;on;auto;silk-24000;auto;480;off;on;1047;4573;2186;1446;h323;off;auto;on;auto;silk-8000;vp8;360;on;off;1039;2892;95;4086
iptel.org;off;tls;on;auto;silk-24000;h264;720;on;on;600;4832;2619;591;irc;off;auto;off;auto;auto;rtx;1080;on;off;1112;4013;321;3906
h323;off;tls;on;auto;silk-24000;vp8;240;on;on;938;4573;2186;1446;irc;off;auto;on;auto;speex-16000;vp8;480;on;off;752;2821;157;4086
iptel.org;off;tls;on;auto;silk-24000;auto;240;on;on;1051;4573;2186;1382;irc;off;auto;on;auto;silk-8000;vp8;480;on;off;968;2737;321;3906
iptel.org;off;tls;on;auto;silk-24000;vp8;240;off;on;600;4573;3889;492;irc;off;auto;on;auto;silk-8000;vp8;240;on;off;1140;2892;95;4086
iptel.org;on;tls;off;auto;speex-16000;red;720;off;off;1463;1558;4631;4586;icq;on;udp;off;true;g722-16000;rtx;1080;on;off;1490;3560;278;485
irc;off;tls;off;auto;silk-24000;red;360;off;off;747;4525;3405;1446;h323;on;auto;off;auto;amr-wb-16000;auto;240;on;off;551;4922;358;949
h323;off;tls;on;auto;silk-24000;auto;360;on;on;868;4573;2186;1446;irc;on;auto;on;auto;silk-8000;vp8;360;on;off;1039;2892;95;4086
iptel.org;off;tls;off;auto;pcma-8000;h264;240;on;on;1190;4616;2186;1382;h323;off;auto;on;auto;silk-12000;vp8;480;on;off;529;2852;232;3940
irc;off;tls;on;true;silk-24000;red;480;off;off;985;4832;1016;591;irc;off;auto;off;auto;auto;vp8;240;on;off;1127;2737;95;3945
irc;on;tls;on;auto;silk-24000;red;480;off;on;1073;4985;3732;1446;irc;on;auto;on;auto;opus-48000;vp8;240;on;off;860;4622;358;4086
iptel.org;on;tls;off;auto;speex-16000;red;720;off;on;1159;4641;3405;591;irc;off;auto;off;auto;pcma-8000;ulpfec;240;on;off;860;4013;358;4086
iptel.org;off;tls;off;auto;pcma-8000;h264;480;on;on;938;4573;2186;1446;h323;off;auto;besteffort;auto;speex-32000;ulpfec;480;on;off;904;3014;321;4086
irc;off;tls;on;true;silk-24000;red;480;off;off;985;4832;3405;591;irc;off;auto;off;auto;telephone-event-80000;rtx;1080;on;off;1490;2933;321;3906
iptel.org;off;tls;off;auto;pcma-8000;h264;480;on;off;520;4525;2186;1446;irc;off;auto;off;auto;silk-8000;ulpfec;480;on;off;722;2852;232;2328
iptel.org;on;tls;on;auto;silk-24000;red;240;off;on;941;4985;3276;1832;irc;on;auto;on;auto;opus-48000;vp8;240;on;off;1127;2737;358;2023
iptel.org;off;tls;on;auto;silk-24000;rtx;240;on;on;1073;4573;1170;1446;irc;on;auto;on;auto;auto;vp8;240;on;off;1127;4922;358;4086
sip;on;tls;on;auto;silk-24000;auto;480;on;on;985;4832;2744;591;h323;off;auto;off;auto;silk-12000;vp8;240;on;off;752;4922;321;3906
iptel.org;on;tls;off;auto;pcma-8000;h264;360;on;on;770;4616;3228;1382;icq;on;auto;off;auto;silk-24000;rtx;240;on;off;1039;2892;358;4086
irc;off;tls;on;auto;pcma-8000;h264;240;on;on;938;4573;2186;1446;irc;on;auto;off;auto;silk-8000;vp8;1080;on;off;1063;3014;499;4086
iptel.org;off;tls;off;auto;pcma-8000;red;720;off;on;600;4832;3228;1382;iptel.org;on;auto;off;auto;g722-16000;rtx;480;on;off;825;2852;232;3940
irc;off;tls;on;auto;silk-24000;vp8;240;off;on;543;4781;3690;1424;irc;off;auto;off;auto;telephone-event-80000;ulpfec;1080;on;off;968;2737;321;129
iptel.org;on;tls;off;true;pcma-8000;red;1080;off;on;1009;4525;3755;562;ippi;off;auto;off;auto;g722-16000;rtx;1080;on;off;1490;3560;232;3940
irc;off;tls;on;auto;silk-24000;vp8;240;on;on;553;4573;3732;591;irc;on;auto;on;auto;opus-48000;vp8;480;on;off;825;3208;95;4086
sip;off;tls;on;auto;silk-24000;red;240;off;on;770;4573;2186;1446;icq;off;auto;on;auto;silk-12000;vp8;240;on;off;1067;4506;358;3710
sip;off;tls;on;auto;silk-24000;auto;240;off;on;1073;4832;2619;591;irc;on;auto;on;auto;opus-48000;vp8;480;on;off;825;3208;95;4086
iptel.org;on;tls;on;auto;silk-24000;red;480;off;on;1068;4909;3690;1424;irc;off;auto;off;auto;auto;vp8;1080;on;off;1084;3208;95;4086
irc;off;tls;on;auto;silk-24000;auto;480;on;on;985;4832;2744;591;h323;off;auto;off;auto;silk-12000;vp8;240;on;off;752;4922;1144;3906
irc;off;tls;besteffort;auto;silk-24000;red;360;off;on;985;4832;1890;1446;irc;off;auto;on;auto;opus-48000;vp8;480;on;off;825;4886;95;4086
irc;off;tls;off;auto;pcma-8000;red;360;off;off;600;4832;3228;1382;irc;on;auto;off;auto;telephone-event-80000;rtx;1080;on;off;1143;4922;95;4086
h323;on;tls;on;auto;silk-24000;vp8;240;on;on;988;4781;3732;1296;irc;off;auto;on;auto;silk-8000;vp8;480;on;off;545;2737;358;2023
irc;off;tls;on;auto;speex-16000;red;360;on;on;1047;4641;3732;1872;irc;off;auto;off;auto;g722-16000;rtx;1080;on;off;545;4746;95;4086
sip;off;tls;on;auto;silk-24000;h264;240;on;on;1073;4573;3723;1009;irc;on;auto;on;auto;silk-8000;vp8;480;on;off;825;2852;232;3940
iptel.org;on;tls;on;auto;silk-24000;red;240;off;on;941;4985;3276;1832;aim;on;auto;on;auto;opus-48000;ulpfec;240;on;off;1127;2737;321;3906
sip;off;tls;on;auto;silk-24000;ulpfec;480;off;on;831;4573;3723;1446;irc;on;auto;on;auto;auto;vp8;240;on;off;1127;2737;321;4086
iptel.org;off;tls;on;auto;silk-24000;h264;720;on;on;600;4832;2619;591;irc;off;auto;off;auto;auto;rtx;1080;on;off;1157;2964;321;3906
iptel.org;on;tls;on;auto;pcma-8000;h264;360;on;on;1159;4641;3405;1382;icq;on;auto;off;auto;telephone-event-80000;vp8;240;on;off;1127;2737;358;4086
sip;off;tls;on;auto;pcma-8000;h264;240;off;on;1140;4781;2558;1349;irc;off;auto;on;auto;opus-48000;vp8;240;on;on;825;2852;232;3940
irc;off;tls;on;auto;silk-24000;ulpfec;240;off;on;938;4573;2186;1446;irc;on;auto;on;auto;silk-8000;vp8;1080;on;off;825;2852;232;3940
iptel.org;off;tls;on;auto;silk-24000;vp8;240;off;on;770;4781;2186;1446;h323;off;auto;on;auto;opus-48000;vp8;480;on;off;964;2737;321;4086
iptel.org;off;tls;off;auto;pcma-8000;h264;480;on;off;600;4876;3690;1451;irc;off;auto;off;auto;silk-8000;rtx;1080;on;on;1490;3685;358;2023
irc;off;tls;on;auto;silk-24000;rtx;240;on;on;1073;4573;3723;1446;irc;on;auto;on;auto;silk-16000;vp8;240;on;off;999;2852;232;3940
irc;off;tls;on;auto;silk-24000;auto;240;on;on;939;4573;2186;1446;irc;on;auto;off;auto;silk-8000;vp8;480;on;off;1039;2892;358;3953
iptel.org;on;tls;off;auto;pcma-8000;red;360;off;off;620;4525;3130;562;icq;off;udp;off;true;telephone-event-80000;rtx;1080;on;off;825;4886;95;4086
sip;off;tls;off;auto;silk-24000;vp8;480;on;on;1055;4616;3281;591;irc;off;auto;off;auto;auto;vp8;1080;on;off;545;2737;321;3906
h323;off;tls;on;auto;silk-24000;vp8;240;on;on;938;4573;2186;1446;irc;off;auto;off;auto;speex-16000;vp8;480;on;off;752;2821;157;4086
iptel.org;on;tls;off;auto;pcma-8000;red;480;off;on;985;4573;2186;1446;irc;on;auto;on;auto;silk-8000;vp8;1080;on;off;825;2852;232;4007
irc;off;tls;off;auto;speex-16000;red;1080;off;off;1413;4858;4631;1382;icq;on;auto;off;auto;telephone-event-80000;rtx;1080;on;off;954;4013;358;4086
irc;off;tls;on;auto;pcma-8000;red;1080;off;on;1009;4525;3755;562;ippi;off;auto;off;true;telephone-event-80000;rtx;1080;on;off;551;4013;278;1326
iptel.org;on;tls;off;auto;pcma-8000;red;720;on;off;984;4525;2709;562;icq;on;auto;off;auto;telephone-event-80000;rtx;1080;on;off;545;4746;95;4086
sip;off;tls;on;auto;silk-24000;vp8;240;on;on;938;4573;2186;1446;h323;off;auto;off;auto;speex-32000;ulpfec;720;on;off;1143;4918;95;3906
iptel.org;on;tls;off;auto;speex-16000;red;360;off;off;620;4525;2709;562;icq;off;udp;off;auto;telephone-event-80000;rtx;1080;on;on;1490;3685;2174;62
irc;off;tls;off;auto;pcma-8000;red;360;off;off;600;4832;3228;1382;icq;on;auto;off;auto;telephone-event-80000;rtx;1080;on;off;1143;4922;358;2023
aim;off;tls;on;auto;silk-24000;vp8;240;on;on;938;4573;2186;1446;h323;off;auto;besteffort;auto;pcma-8000;vp8;240;on;off;947;2821;157;4086
irc;off;tls;off;auto;silk-24000;red;360;off;on;933;4781;3732;1664;sip;off;auto;off;auto;speex-16000;ulpfec;480;on;off;1101;3014;499;4086
irc;off;tls;on;auto;silk-24000;red;480;off;off;1073;4985;3732;2156;irc;on;auto;off;auto;telephone-event-80000;rtx;1080;on;on;954;3685;374;1624
h323;off;tls;on;auto;silk-24000;vp8;240;on;on;948;4573;2186;1382;h323;on;auto;on;auto;opus-48000;vp8;240;on;off;1143;4230;95;4086
iptel.org;on;tcp;off;auto;pcma-8000;red;720;off;on;1413;4525;3755;4586;icq;on;udp;off;true;speex-8000;rtx;1080;on;off;1127;2737;95;485
sip;on;tls;on;auto;silk-24000;vp8;1080;off;off;1140;4781;2558;1446;aim;on;auto;off;auto;pcma-8000;vp8;480;on;off;1039;2892;95;4086
irc;on;tls;on;auto;silk-24000;auto;480;off;on;1047;4573;2558;1349;irc;off;auto;off;auto;speex-32000;ulpfec;720;on;off;825;3208;95;4086
iptel.org;off;tls;on;auto;pcma-8000;h264;360;on;on;1079;4641;3405;591;irc;off;auto;besteffort;auto;silk-8000;rtx;240;on;off;694;2569;95;4086
irc;off;tls;on;auto;silk-24000;auto;480;off;on;985;4832;3463;591;irc;off;auto;off;auto;silk-8000;rtx;1080;on;off;1127;2569;358;4086
iptel.org;on;tls;off;auto;speex-16000;red;360;off;on;1159;4641;3405;591;irc;off;auto;off;auto;speex-32000;rtx;480;on;off;1133;4400;358;4086
irc;off;tls;on;auto;silk-24000;vp8;240;off;on;770;4573;2186;1446;irc;off;auto;on;auto;opus-48000;vp8;480;on;off;1067;3014;358;4086
googletalk;off;tls;on;auto;silk-24000;vp8;240;off;on;941;4985;2186;1446;h323;off;auto;off;auto;silk-12000;vp8;240;on;off;1084;3208;95;4086
iptel.org;on;tls;on;auto;silk-24000;red;480;off;on;1068;4909;3690;1424;irc;off;auto;off;auto;speex-16000;vp8;1080;on;off;1490;4922;358;4086
sip;off;tls;off;auto;silk-24000;vp8;480;on;on;1055;4616;3281;591;irc;off;auto;off;auto;auto;ulpfec;1080;on;off;544;2471;321;4086
iptel.org;on;tls;off;auto;pcma-8000;h264;360;on;on;541;4616;3228;1382;icq;on;auto;off;auto;silk-24000;rtx;240;on;off;871;4746;95;4086
aim;off;tls;on;auto;silk-24000;auto;240;on;on;939;4573;2186;1446;irc;on;auto;off;auto;silk-8000;vp8;480;on;off;1039;2892;358;3953
iptel.org;off;tls;on;auto;silk-24000;vp8;240;off;on;1068;4641;2186;1446;h323;off;auto;on;auto;opus-48000;vp8;480;on;off;964;2737;321;4086
iptel.org;off;tls;off;auto;pcma-8000;h264;240;off;on;1159;4641;3405;591;irc;off;auto;on;auto;pcma-8000;ulpfec;240;on;off;860;4013;358;4086
irc;off;tls;on;auto;silk-24000;red;480;off;on;1073;4985;3732;2156;irc;off;udp;off;auto;silk-8000;vp8;1080;on;on;968;2737;232;3940
iptel.org;on;tls;off;auto;pcma-8000;red;720;on;on;600;4832;3228;671;icq;on;udp;off;true;telephone-event-80000;rtx;1080;on;off;1318;2737;321;129
sip;off;tls;on;auto;silk-24000;vp8;240;off;on;1179;4781;2558;1349;irc;off;auto;off;auto;speex-32000;ulpfec;720;on;off;825;3208;95;4086
irc;on;tls;on;auto;silk-24000;vp8;240;off;off;1068;4909;3690;1424;irc;off;auto;off;auto;silk-12000;vp8;240;on;off;1084;3208;95;4086
sip;off;tls;on;auto;silk-24000;red;240;off;off;564;4832;2360;1028;h323;off;auto;on;auto;silk-8000;vp8;240;on;off;1039;2892;358;3906
iptel.org;on;tls;off;auto;pcma-8000;red;720;on;on;600;4832;3228;1382;icq;off;auto;off;auto;speex-16000;rtx;1080;on;off;954;4013;1635;4086
iptel.org;off;tls;off;auto;pcma-8000;h264;480;off;on;600;4876;646;591;icq;on;auto;off;auto;speex-32000;rtx;240;on;off;1127;2569;358;4086
irc;on;tls;on;auto;silk-24000;vp8;480;off;on;1069;4909;3276;1821;irc;off;auto;off;auto;speex-32000;ulpfec;720;on;off;968;2737;321;129
irc;off;tls;off;auto;silk-24000;red;240;off;on;938;4573;2186;569;irc;on;auto;on;auto;silk-8000;rtx;1080;on;on;1490;3685;374;2389
irc;off;tls;on;auto;silk-24000;red;480;off;on;1073;4985;3732;2156;googletalk;on;auto;off;auto;telephone-event-80000;rtx;480;on;off;904;4663;358;1326
irc;off;tls;on;auto;silk-24000;auto;240;on;on;553;4573;2186;1382;irc;off;auto;on;auto;silk-8000;vp8;480;on;off;1127;4922;358;949
h323;on;tls;on;auto;silk-24000;vp8;240;on;on;988;4781;3732;1296;irc;off;auto;on;auto;silk-8000;vp8;480;on;off;1039;2892;358;3953
iptel.org;off;tls;off;auto;silk-16000;h264;360;on;on;1159;4641;3405;591;irc;off;auto;off;auto;telephone-event-80000;rtx;480;on;off;959;2737;358;4038
irc;off;tls;on;auto;silk-24000;auto;480;off;on;1140;4781;2558;1872;irc;off;auto;off;auto;telephone-event-80000;rtx;480;on;off;545;2737;321;3906
irc;off;tls;on;auto;silk-24000;red;480;on;on;553;4573;2186;1382;h323;on;auto;on;auto;opus-48000;vp8;240;on;on;1127;2737;95;4086
irc;off;tls;off;auto;silk-24000;red;360;off;off;747;4525;3405;1446;h323;on;auto;off;auto;amr-wb-16000;auto;240;on;off;551;4922;358;3906
sip;off;tls;on;auto;speex-8000;vp8;480;on;on;1069;4909;3276;1821;irc;off;auto;off;auto;silk-8000;vp8;240;on;off;1039;2892;358;4086
irc;off;tls;on;auto;silk-24000;red;480;off;on;1073;4985;3732;2156;googletalk;on;auto;off;auto;telephone-event-80000;rtx;480;on;on;968;3596;232;3940
iptel.org;on;tls;on;auto;silk-24000;auto;240;on;on;1051;4573;2186;1382;h323;on;auto;off;auto;auto;vp8;240;on;off;545;2737;321;4086
iptel.org;off;tls;off;auto;pcma-8000;red;720;off;on;1128;4858;4631;1382;icq;on;auto;off;auto;gsm-8000;rtx;1080;on;off;954;4013;358;4086
sip;off;tls;on;auto;silk-24000;vp8;240;off;on;552;4573;2096;755;irc;on;auto;off;auto;opus-48000;ulpfec;240;on;off;1127;2737;321;3906
irc;off;tls;on;auto;silk-24000;vp8;240;on;on;938;4573;2186;1446;h323;off;auto;on;auto;opus-48000;vp8;480;on;off;964;2737;321;4086
iptel.org;on;tls;off;auto;speex-16000;red;720;off;on;1159;4641;3405;591;irc;off;auto;off;auto;speex-32000;rtx;240;on;off;1127;4922;358;4086
sip;off;tls;on;auto;pcma-8000;vp8;240;off;on;770;4573;2042;880;h323;off;auto;besteffort;auto;pcma-8000;vp8;240;on;off;1039;2892;321;4086
iptel.org;off;tls;off;auto;silk-24000;red;1080;off;on;770;4641;2186;1136;irc;off;auto;off;auto;opus-48000;vp8;240;on;off;1127;2737;358;2023
irc;off;tls;on;auto;silk-24000;auto;480;off;on;985;4832;3463;591;irc;off;auto;off;auto;silk-8000;vp8;360;on;off;999;2852;95;4086
irc;on;tls;off;auto;silk-24000;vp8;240;off;on;985;4832;4368;591;irc;off;auto;off;auto;g722-16000;vp8;480;on;off;1067;2737;321;3906
iptel.org;off;tls;off;auto;pcma-8000;red;720;off;off;1073;1558;4631;4586;icq;on;udp;off;true;telephone-event-80000;rtx;1080;on;on;1490;3685;358;2023
h323;off;tls;on;auto;silk-24000;auto;240;off;on;985;4573;2186;775;h323;on;auto;on;auto;opus-48000;vp8;240;on;off;1127;2737;95;4086
iptel.org;off;tcp;on;auto;silk-24000;red;240;off;on;564;4832;2360;1028;h323;on;auto;off;auto;silk-8000;ulpfec;240;on;off;1063;3014;499;4086
irc;off;tls;on;auto;silk-24000;vp8;480;off;on;1069;4909;3276;1821;irc;off;auto;off;auto;speex-32000;ulpfec;720;on;off;968;2737;321;129
iptel.org;off;tls;on;auto;silk-24000;rtx;240;on;on;1073;4928;2186;1009;irc;off;auto;off;auto;speex-16000;vp8;480;on;off;1039;3014;358;4038
irc;off;tls;on;auto;silk-24000;vp8;240;off;on;1281;4573;2186;1446;irc;off;auto;on;auto;silk-12000;vp8;480;on;off;825;4479;157;4086
irc;off;tls;on;true;silk-24000;h264;480;off;off;985;4832;3405;591;irc;on;auto;off;auto;speex-16000;vp8;480;on;off;1101;2471;321;4086
iptel.org;off;tls;off;auto;g722-16000;h264;240;off;on;1069;4909;3276;1821;irc;off;auto;off;auto;silk-8000;vp8;240;on;off;1039;2892;358;4086
irc;off;tls;on;auto;silk-24000;auto;480;off;on;985;4832;3463;591;irc;off;auto;off;auto;silk-8000;vp8;480;on;off;968;2827;321;4086
irc;off;tls;on;auto;silk-24000;auto;240;on;on;939;4573;2186;1446;irc;on;auto;off;auto;silk-8000;vp8;480;on;off;545;2737;358;2023
iptel.org;off;tls;off;auto;pcma-8000;red;480;off;on;938;4573;3405;953;irc;off;auto;off;auto;speex-16000;ulpfec;480;on;off;1101;3208;95;4086
sip;off;tls;on;auto;silk-24000;vp8;1080;off;off;1140;4781;2558;1446;irc;on;auto;off;auto;silk-12000;vp8;480;on;off;529;2852;232;3940
iptel.org;off;tls;on;auto;silk-24000;red;480;off;on;1068;4909;3690;1424;irc;on;udp;off;true;g722-16000;rtx;1080;on;on;1490;3685;374;2389
iptel.org;off;tls;off;auto;silk-24000;red;480;off;off;1073;4985;3732;2156;irc;on;udp;off;auto;telephone-event-80000;rtx;1080;on;off;954;2737;321;4086
irc;off;tls;on;auto;speex-16000;red;720;off;on;1159;4641;3405;591;irc;off;auto;off;auto;speex-32000;rtx;240;on;off;1127;4922;358;778
sip;off;tls;on;auto;silk-24000;vp8;240;on;on;938;4573;2186;1559;h323;off;auto;on;auto;opus-48000;vp8;480;on;off;964;2737;95;3945
irc;on;tls;on;auto;silk-24000;auto;240;off;on;511;4909;3690;267;irc;off;auto;off;auto;silk-8000;vp8;480;on;off;954;4013;358;2373
irc;off;tls;on;auto;silk-24000;vp8;240;off;on;985;4832;1890;591;irc;off;auto;off;auto;silk-8000;red;240;on;off;1127;3478;232;3940
googletalk;off;tls;on;auto;silk-24000;vp8;240;off;on;1178;4525;2655;1446;irc;on;auto;on;auto;pcma-8000;vp8;240;on;off;1157;2964;321;3906
iptel.org;off;tls;off;auto;silk-24000;h264;480;off;off;600;4876;3690;1451;irc;off;auto;off;auto;telephone-event-80000;rtx;480;on;off;545;2737;358;4086
sip;off;tls;on;auto;silk-24000;ulpfec;240;off;on;938;4573;2186;1446;irc;off;auto;on;auto;silk-8000;vp8;1080;on;off;1039;2892;358;4086
iptel.org;on;tls;off;auto;pcma-8000;red;1080;off;off;1009;4525;3755;4203;ippi;off;auto;off;auto;telephone-event-80000;rtx;1080;on;off;1172;2852;217;949
sip;off;tls;on;auto;silk-24000;vp8;240;off;on;511;4909;3690;1424;irc;on;auto;on;auto;silk-8000;h264;480;on;off;545;2737;358;2023
iptel.org;off;tls;on;auto;silk-24000;h264;720;on;on;600;4832;3281;591;irc;off;auto;off;auto;opus-48000;red;240;on;off;1127;2737;232;3940
irc;off;tls;on;auto;silk-24000;red;1080;off;on;1009;4525;3755;562;ippi;off;auto;off;auto;telephone-event-80000;rtx;480;on;off;545;2737;358;2023
irc;off;tls;on;auto;silk-24000;red;480;on;off;1073;4985;3732;2156;irc;on;auto;off;auto;telephone-event-80000;rtx;1080;on;off;954;2737;321;2851
iptel.org;off;tls;off;auto;silk-24000;red;240;off;on;520;4525;2186;1446;irc;off;auto;besteffort;auto;g722-16000;vp8;240;on;off;545;2852;232;3940
