product1_DefaultCallProtocol;product1_ListenPort;product1_DefaultTransportProtocol;product1_Encryption;product1_SipZrtpAttribute;product1_AudioCodec;product1_VideoCodec;product1_Resolution;product1_SipMode;product1_H323Mode;product1_MTU;product1_DefaultCallRate;product1_MaxReceivedCallRate;product1_MaxTransmitedCallRate;product2_DefaultCallProtocol;product2_ListenPort;product2_DefaultTransportProtocol;product2_Encryption;product2_SipZrtpAttribute;product2_AudioCodec;product2_VideoCodec;product2_Resolution;product2_SipMode;product2_H323Mode;product2_MTU;product2_DefaultCallRate;product2_MaxReceivedCallRate;product2_MaxTransmitedCallRate;State
googletalk;off;auto;off;auto;silk-12000;auto;720;on;off;627;1381;4695;3201;ippi;off;auto;off;true;pcma-8000;auto;360;on;off;666;4843;598;4488;Connected
googletalk;on;auto;besteffort;auto;pcmu-8000;h264;720;on;off;1338;1487;1993;3344;googletalk;on;tls;off;false;speex-8000;rtx;1080;on;on;541;2714;2652;209;Connected
aim;on;auto;besteffort;true;ilbc-8000;h264;480;off;off;1497;4420;2325;612;icq;on;auto;off;auto;speex-8000;ulpfec;1080;on;on;515;4946;2230;4938;Connected
googletalk;on;auto;besteffort;true;pcmu-8000;h264;1080;off;off;1497;4420;2325;612;icq;off;auto;off;false;speex-8000;ulpfec;1080;on;on;515;3576;1947;3738;Failed
googletalk;on;auto;besteffort;auto;speex-8000;vp8;1080;off;off;1487;4564;1602;612;iptel.org;off;auto;off;false;speex-8000;ulpfec;1080;on;on;515;3576;4974;4375;Failed
googletalk;off;udp;off;auto;silk-24000;auto;1080;on;off;857;3280;4695;3201;iptel.org;off;auto;off;true;pcma-8000;auto;360;on;off;666;157;598;4488;Failed
googletalk;on;auto;off;auto;pcmu-8000;h264;720;off;off;1497;925;2204;3344;ippi;off;tls;off;false;speex-8000;ulpfec;1080;on;on;541;2765;4382;209;Failed
aim;off;auto;besteffort;auto;pcmu-8000;h264;1080;on;off;1497;925;238;3344;ippi;off;auto;off;true;pcma-8000;auto;360;on;off;666;2714;4382;209;Connected
aim;on;auto;besteffort;auto;pcmu-8000;h264;720;on;off;1497;925;2940;3344;ippi;off;tcp;off;false;speex-8000;ulpfec;1080;on;on;541;2714;1106;209;Connected
googletalk;off;tcp;off;auto;silk-8000;vp8;1080;off;off;829;4485;638;405;h323;off;auto;besteffort;auto;auto;auto;360;on;off;515;4946;598;4488;Failed
googletalk;off;tcp;off;auto;speex-8000;ulpfec;1080;off;on;970;3391;577;1897;h323;off;auto;besteffort;auto;auto;auto;360;on;off;666;4843;598;4845;Connected
aim;on;auto;off;auto;speex-8000;h264;1080;off;off;1497;4420;2325;612;icq;off;auto;off;false;speex-8000;ulpfec;1080;on;on;515;3576;1947;4488;Connected
googletalk;on;auto;off;true;speex-8000;ulpfec;1080;off;on;829;4485;577;405;h323;off;auto;besteffort;auto;auto;vp8;240;on;on;515;4843;3739;4488;Failed
googletalk;off;auto;off;auto;telephone-event-80000;vp8;1080;off;off;970;3391;267;2621;iptel.org;off;auto;off;true;pcma-8000;auto;360;on;on;515;4843;598;4663;Failed
googletalk;on;auto;off;auto;speex-8000;h264;1080;off;off;1497;4663;591;612;iptel.org;off;auto;off;true;speex-16000;auto;360;on;off;666;4843;598;4488;Failed
aim;off;auto;besteffort;auto;pcmu-8000;h264;720;on;off;1497;925;1965;3344;ippi;off;tls;off;false;speex-8000;rtx;1080;on;on;541;2714;4382;209;Failed
googletalk;off;tcp;off;auto;silk-12000;auto;1080;off;off;870;3391;4832;1809;h323;off;auto;besteffort;auto;telephone-event-80000;auto;360;on;off;697;4946;3400;4945;Connected
googletalk;off;tls;off;auto;silk-12000;auto;1080;off;off;870;3391;4832;2626;h323;off;auto;besteffort;auto;telephone-event-80000;auto;360;on;off;697;4946;3400;4945;Failed
aim;on;auto;besteffort;auto;pcmu-8000;h264;1080;on;off;1351;925;3105;3344;ippi;off;tls;off;false;speex-8000;red;360;on;on;541;3933;3400;4938;Failed
aim;on;auto;off;auto;speex-8000;vp8;1080;off;off;988;3391;4695;3201;ippi;off;auto;besteffort;auto;telephone-event-80000;auto;360;on;on;541;4610;1513;4493;Failed
googletalk;on;auto;besteffort;auto;pcmu-8000;h264;1080;on;off;1497;925;238;3344;ippi;off;auto;off;true;pcma-8000;auto;360;on;off;666;4843;598;4488;Connected
googletalk;on;auto;off;true;speex-8000;ulpfec;1080;off;on;829;4485;577;405;h323;off;auto;besteffort;auto;auto;auto;360;on;off;515;4946;598;4488;Connected
googletalk;off;tls;off;auto;silk-12000;auto;1080;off;off;870;3391;4832;2626;h323;off;auto;besteffort;auto;telephone-event-80000;auto;240;on;off;515;4946;598;4488;Failed
googletalk;off;tcp;off;auto;speex-8000;vp8;1080;off;off;765;4485;577;405;h323;off;auto;besteffort;auto;auto;auto;240;on;on;515;4843;598;4488;Failed
aim;on;auto;besteffort;auto;pcmu-8000;h264;480;on;off;1444;925;2874;3344;googletalk;on;tls;off;false;speex-8000;rtx;1080;on;on;541;2714;1106;209;Failed
googletalk;on;tcp;off;true;amr-wb-16000;vp8;1080;off;on;561;4485;577;405;iptel.org;off;auto;besteffort;auto;auto;vp8;240;on;on;515;4946;4430;4945;Failed
aim;off;auto;besteffort;auto;pcmu-8000;h264;1080;off;off;870;3391;4832;2626;h323;off;udp;off;true;pcma-8000;auto;360;on;off;515;4946;598;4488;Failed
googletalk;off;auto;off;auto;pcmu-8000;h264;720;on;off;1497;925;4640;3344;ippi;off;tls;off;true;ilbc-8000;auto;720;on;on;515;4946;4382;209;Connected
aim;on;auto;besteffort;auto;pcmu-8000;h264;1080;on;off;1338;1487;3639;3344;googletalk;on;tls;off;false;speex-8000;rtx;720;on;on;541;2714;4382;209;Connected
aim;on;auto;off;auto;silk-12000;auto;1080;off;off;1488;3280;1760;3201;ippi;off;auto;off;true;pcma-8000;auto;360;on;on;666;4843;598;4488;Failed
aim;off;auto;besteffort;auto;speex-8000;h264;1080;off;off;988;3391;4695;3201;ippi;off;auto;off;auto;pcma-8000;auto;360;on;off;697;4946;4430;4488;Connected
aim;on;auto;besteffort;auto;pcmu-8000;h264;1080;on;off;1497;1749;2050;3201;ippi;off;tcp;off;false;speex-8000;ulpfec;1080;on;on;541;2714;1106;209;Failed
googletalk;off;auto;off;auto;speex-8000;ulpfec;1080;off;off;666;3391;577;1974;h323;off;auto;besteffort;auto;telephone-event-80000;auto;240;on;off;515;4946;598;4618;Connected
googletalk;on;tcp;off;auto;amr-wb-16000;vp8;1080;off;on;829;4485;577;405;h323;off;auto;besteffort;auto;auto;auto;360;on;on;515;4946;4974;4375;Failed
googletalk;off;auto;off;auto;pcmu-8000;auto;1080;on;off;664;1793;4500;3201;ippi;off;tls;off;true;pcma-8000;auto;360;on;on;515;4946;294;4922;Failed
googletalk;off;auto;off;auto;pcmu-8000;auto;1080;on;off;664;1793;4225;3201;ippi;off;auto;off;true;pcma-8000;auto;360;on;off;515;4946;598;4663;Connected
googletalk;on;auto;besteffort;auto;pcmu-8000;h264;1080;on;off;1497;925;238;3344;ippi;off;auto;off;auto;pcma-8000;auto;360;on;off;515;4843;598;3415;Failed
aim;off;auto;besteffort;auto;pcmu-8000;h264;1080;on;off;1497;1018;238;3344;icq;on;auto;off;false;pcmu-8000;ulpfec;1080;on;on;515;4946;598;209;Connected
googletalk;on;auto;besteffort;true;speex-8000;vp8;1080;off;off;1488;4663;1805;612;icq;off;udp;off;auto;pcma-8000;ulpfec;360;on;off;515;4946;598;4488;Failed
aim;on;tls;off;auto;speex-8000;vp8;1080;off;on;696;4485;577;405;h323;off;auto;besteffort;auto;auto;vp8;240;on;on;515;4843;598;4488;Failed
aim;on;auto;besteffort;auto;pcmu-8000;h264;1080;off;off;1351;925;2459;3344;ippi;off;tls;off;false;speex-8000;ulpfec;1080;on;on;515;2714;4382;209;Failed
aim;on;auto;besteffort;auto;pcmu-8000;h264;480;on;off;1444;925;2874;3344;googletalk;on;tls;off;false;speex-8000;ulpfec;1080;on;on;541;2714;1106;209;Connected
googletalk;off;auto;off;auto;speex-8000;ulpfec;1080;off;off;1497;4663;591;612;iptel.org;off;auto;off;true;speex-16000;auto;360;on;on;515;2547;1947;4488;Failed
googletalk;on;auto;besteffort;true;ilbc-8000;h264;480;off;off;1497;4420;2325;612;icq;on;udp;off;false;speex-8000;ulpfec;1080;on;on;515;4843;598;4488;Failed
googletalk;off;tls;off;auto;speex-8000;vp8;1080;off;on;970;3391;577;1693;h323;off;auto;besteffort;auto;auto;auto;360;on;off;697;4946;3400;4945;Failed
googletalk;off;tcp;on;auto;speex-8000;vp8;1080;off;off;829;4485;577;405;h323;off;auto;besteffort;auto;auto;auto;360;on;on;515;4827;257;4707;Failed
googletalk;off;tcp;off;auto;pcmu-8000;auto;1080;on;off;857;2602;3246;2607;ippi;off;auto;off;true;pcma-8000;auto;720;on;on;515;4843;598;4488;Connected
aim;on;auto;besteffort;false;pcmu-8000;h264;1080;on;off;1497;925;238;3344;icq;on;tls;off;false;speex-8000;ulpfec;720;on;on;541;3437;2564;275;Failed
googletalk;off;tls;off;auto;silk-12000;auto;1080;off;off;870;4113;4232;566;ippi;off;auto;off;true;silk-8000;auto;360;on;off;666;4843;598;4488;Failed
googletalk;off;tcp;off;auto;silk-12000;auto;1080;off;off;857;1373;2016;3201;ippi;off;auto;off;true;pcma-8000;auto;360;on;off;666;4843;598;4488;Failed
aim;off;auto;besteffort;auto;pcmu-8000;h264;720;on;off;1497;925;238;3344;icq;off;tls;off;true;pcmu-8000;auto;720;on;on;666;4843;3816;4488;Connected
aim;on;auto;besteffort;auto;speex-8000;vp8;1080;off;off;829;4763;577;405;ippi;off;auto;off;true;pcma-8000;auto;360;on;off;694;4946;598;4488;Failed
aim;on;auto;besteffort;auto;pcmu-8000;h264;1080;off;off;1497;1749;238;3344;icq;on;auto;off;auto;speex-8000;ulpfec;1080;on;on;515;4946;2230;4938;Connected
googletalk;off;tls;off;auto;silk-12000;auto;1080;off;off;870;2560;4232;566;ippi;off;auto;off;true;silk-8000;auto;360;on;off;515;4843;598;3701;Failed
googletalk;on;auto;besteffort;auto;pcmu-8000;h264;1080;off;off;1497;4663;591;612;iptel.org;off;auto;off;false;speex-8000;ulpfec;480;on;off;697;4946;598;4488;Failed
googletalk;on;auto;besteffort;auto;pcmu-8000;h264;1080;off;off;1487;4663;238;3344;icq;on;auto;off;false;speex-8000;ulpfec;1080;on;on;515;3576;1947;4757;Failed
aim;on;auto;besteffort;auto;pcmu-8000;h264;720;off;off;1497;925;2204;3344;ippi;off;tls;off;false;speex-8000;ulpfec;1080;on;on;541;2765;4382;209;Connected
googletalk;off;tls;off;auto;silk-12000;auto;1080;off;off;1013;4113;4582;2626;h323;off;auto;besteffort;true;telephone-event-80000;auto;360;on;on;515;4946;598;4488;Failed
aim;on;auto;besteffort;auto;pcmu-8000;h264;1080;on;off;664;1391;238;3201;ippi;off;auto;off;true;pcma-8000;auto;360;on;off;666;4843;598;4488;Connected
googletalk;off;tcp;off;auto;silk-12000;auto;1080;off;off;870;3391;4832;2626;h323;off;auto;off;true;pcma-8000;auto;360;on;on;515;4843;598;4488;Failed
aim;on;auto;besteffort;auto;pcmu-8000;h264;1080;off;off;988;3391;4695;3201;ippi;off;auto;off;auto;pcma-8000;auto;360;on;off;697;4946;4430;4488;Failed
googletalk;off;auto;off;auto;silk-24000;auto;1080;on;off;664;1793;4500;3201;ippi;off;tls;off;false;pcma-8000;auto;360;on;on;515;4827;257;4707;Failed
googletalk;off;tls;off;auto;silk-12000;auto;1080;on;off;870;4113;4832;2626;ippi;off;auto;off;true;pcma-8000;auto;360;on;off;666;4843;598;4922;Connected
googletalk;on;auto;besteffort;auto;pcmu-8000;h264;1080;off;off;1497;1391;238;3201;ippi;on;auto;off;auto;pcma-8000;auto;720;on;on;515;3111;1124;4375;Connected
googletalk;off;auto;besteffort;auto;speex-8000;vp8;1080;off;off;970;3391;267;2621;iptel.org;off;auto;off;true;pcma-8000;auto;360;on;on;666;4843;742;4922;Failed
aim;off;auto;off;auto;silk-12000;auto;720;on;off;627;1381;4695;3201;ippi;off;auto;off;true;pcma-8000;auto;360;on;on;515;4843;598;4488;Failed
googletalk;off;tls;off;auto;speex-8000;ulpfec;1080;off;on;829;4564;577;405;h323;off;auto;besteffort;auto;auto;vp8;240;on;on;541;4843;598;4488;Failed
aim;on;auto;besteffort;auto;pcmu-8000;h264;720;on;off;1497;925;2940;3344;ippi;off;auto;off;false;speex-8000;auto;1080;on;on;697;4843;1390;209;Connected
aim;on;auto;off;auto;pcmu-8000;auto;1080;on;off;1444;903;2847;3344;icq;off;tls;off;true;pcmu-8000;auto;720;on;off;697;3933;4382;2056;Connected
aim;on;auto;off;auto;pcmu-8000;auto;1080;off;off;857;3280;4695;3201;ippi;off;auto;off;true;pcma-8000;auto;360;on;off;697;4843;598;4488;Failed
googletalk;off;auto;off;auto;pcmu-8000;h264;1080;on;off;1444;925;4817;3371;ippi;off;auto;off;true;pcma-8000;auto;360;on;on;515;4843;294;4375;Failed
aim;on;auto;besteffort;true;pcmu-8000;h264;480;off;off;1497;4420;2325;3344;ippi;on;auto;off;false;speex-8000;ulpfec;1080;on;on;515;4966;2943;4945;Failed
googletalk;off;tls;off;auto;amr-wb-16000;vp8;1080;off;on;829;4485;577;405;h323;off;auto;besteffort;auto;auto;vp8;240;on;on;697;4946;389;4922;Failed
aim;off;auto;on;auto;pcmu-8000;h264;1080;on;off;664;1391;238;3201;ippi;off;auto;off;true;pcma-8000;auto;360;on;off;666;4843;598;4488;Failed
aim;on;auto;besteffort;auto;pcmu-8000;auto;1080;on;off;1497;4505;238;3201;h323;off;auto;off;false;g722-16000;rtx;360;on;on;666;4843;4535;4488;Failed
aim;on;auto;besteffort;auto;pcmu-8000;h264;1080;off;off;1497;1391;238;3201;ippi;off;auto;off;false;g722-16000;auto;360;on;on;515;4946;4373;4664;Connected
aim;off;auto;besteffort;auto;speex-8000;h264;1080;off;off;1497;4663;591;3201;ippi;off;auto;off;true;pcma-8000;auto;360;on;on;515;4843;598;4488;Connected
aim;on;auto;off;auto;pcmu-8000;auto;1080;off;off;857;3280;4695;3201;ippi;off;auto;off;true;pcma-8000;auto;360;on;on;697;3154;598;4922;Failed
aim;on;auto;besteffort;auto;pcmu-8000;h264;1080;off;off;1351;925;2459;3344;ippi;off;tls;off;false;speex-8000;ulpfec;1080;on;on;515;2714;4382;2933;Connected
googletalk;on;auto;off;auto;pcma-8000;h264;1080;off;off;1497;4663;3288;2626;ippi;off;auto;off;false;pcma-8000;auto;360;on;off;666;4843;598;4663;Failed
googletalk;on;auto;off;auto;speex-8000;ulpfec;1080;off;on;829;4564;577;405;h323;off;auto;besteffort;auto;auto;vp8;240;on;on;894;4843;598;4488;Failed
googletalk;on;auto;on;auto;silk-24000;rtx;1080;off;off;1488;4705;1335;1507;h323;off;auto;off;true;pcma-8000;auto;360;on;on;515;396;294;4375;Failed
googletalk;off;auto;on;auto;pcmu-8000;rtx;1080;off;off;1497;931;238;3344;iptel.org;off;auto;off;false;pcmu-8000;ulpfec;1080;on;on;515;4946;598;4663;Failed
googletalk;on;auto;besteffort;auto;pcmu-8000;h264;720;off;off;1497;925;2204;3344;iptel.org;on;tls;off;false;speex-8000;rtx;1080;on;on;541;2714;4382;209;Connected
aim;on;auto;besteffort;auto;pcmu-8000;h264;1080;off;off;1497;4420;2325;410;icq;on;auto;off;false;speex-8000;ulpfec;1080;on;on;515;3512;1809;2007;Failed
aim;on;auto;off;auto;speex-8000;vp8;1080;on;off;1497;925;4695;3201;ippi;off;auto;off;auto;pcma-8000;auto;360;on;on;524;3512;2263;2363;Failed
googletalk;off;tcp;off;auto;silk-12000;auto;1080;off;off;857;1373;4695;3201;ippi;off;auto;off;true;pcma-8000;auto;360;on;off;515;3576;1947;4757;Failed
aim;off;auto;off;auto;silk-12000;auto;1080;off;off;664;1793;4500;3201;ippi;off;tls;off;true;pcma-8000;auto;360;on;off;515;396;294;4664;Connected
aim;on;auto;besteffort;true;pcmu-8000;h264;1080;on;off;1497;1749;238;3344;icq;on;auto;off;auto;speex-8000;ulpfec;1080;on;on;515;4946;2230;4938;Connected
googletalk;on;auto;on;auto;silk-24000;rtx;1080;off;off;1488;4705;103;1507;h323;off;auto;off;true;pcma-8000;auto;360;on;off;703;4946;4430;4515;Failed
aim;on;auto;besteffort;true;pcmu-8000;h264;1080;on;off;1497;925;1459;3344;ippi;off;tls;off;false;speex-8000;auto;720;on;on;644;71;3933;3402;Connected
googletalk;on;tls;off;auto;speex-8000;vp8;1080;off;on;696;4485;577;405;h323;off;auto;besteffort;auto;auto;vp8;240;on;on;515;4843;598;4488;Failed
aim;on;auto;besteffort;auto;pcmu-8000;h264;1080;off;off;1487;4663;1225;465;iptel.org;off;auto;off;true;speex-8000;ulpfec;480;off;on;515;4843;3528;3712;Failed
googletalk;off;tcp;off;auto;silk-12000;auto;1080;off;off;666;3391;577;1338;h323;off;auto;besteffort;auto;telephone-event-80000;auto;240;on;off;515;4946;598;4488;Failed
googletalk;on;auto;off;auto;speex-8000;rtx;1080;off;off;829;4485;577;405;h323;off;auto;besteffort;auto;auto;vp8;240;on;on;515;4946;598;4663;Failed
aim;on;auto;besteffort;auto;speex-8000;h264;1080;off;off;1488;4663;1805;612;icq;on;udp;off;true;pcma-8000;auto;360;on;on;515;4843;294;4375;Failed
googletalk;on;auto;off;auto;pcmu-8000;auto;1080;on;off;1497;1391;238;3201;ippi;off;auto;off;false;g722-16000;auto;360;on;on;515;4946;4373;4664;Connected
googletalk;on;auto;besteffort;auto;pcmu-8000;h264;1080;off;off;1497;4663;591;612;iptel.org;off;auto;off;false;speex-8000;ulpfec;1080;on;on;515;3576;1947;4757;Failed
aim;on;auto;off;auto;pcmu-8000;auto;1080;on;off;857;2602;3246;2607;ippi;off;auto;off;true;pcma-8000;auto;720;on;on;515;4843;598;4488;Failed
aim;on;auto;besteffort;auto;pcmu-8000;h264;1080;on;off;1497;1749;2050;3201;ippi;off;auto;off;false;speex-8000;ulpfec;720;on;on;541;2714;4382;209;Connected
aim;on;auto;besteffort;auto;pcmu-8000;h264;1080;on;off;1497;925;2204;3344;ippi;off;tls;off;false;speex-8000;ulpfec;1080;on;on;541;2765;4382;209;Connected
googletalk;on;tcp;off;true;amr-wb-16000;vp8;1080;off;on;829;4485;577;2466;h323;off;auto;besteffort;auto;auto;auto;240;on;on;515;4946;4430;4663;Failed
aim;on;auto;besteffort;auto;pcmu-8000;h264;1080;off;off;1455;4663;238;3344;irc;off;auto;off;false;speex-8000;ulpfec;720;on;on;515;2714;4382;2180;Failed
googletalk;on;auto;off;auto;silk-24000;auto;1080;off;off;1497;4420;2325;612;icq;off;auto;off;auto;speex-8000;auto;360;on;on;541;4610;1513;4493;Failed
aim;on;auto;besteffort;auto;pcmu-8000;h264;1080;off;off;1497;4663;2218;612;iptel.org;off;udp;off;false;silk-8000;ulpfec;1080;on;on;515;3576;1947;4757;Connected
googletalk;on;auto;off;auto;pcmu-8000;auto;1080;on;off;1497;1391;238;3201;ippi;off;auto;off;false;g722-16000;auto;360;on;on;666;157;598;4488;Failed
googletalk;on;auto;off;true;speex-8000;ulpfec;1080;off;on;761;4485;577;405;h323;off;auto;off;auto;auto;ulpfec;240;off;on;515;4946;4430;4663;Failed
googletalk;on;tls;off;auto;speex-8000;vp8;1080;off;on;696;4485;577;405;h323;off;auto;besteffort;auto;auto;vp8;240;on;off;666;4843;598;4488;Failed
googletalk;on;auto;besteffort;true;pcmu-8000;h264;1080;off;off;1497;4420;2325;612;icq;on;udp;off;false;speex-8000;ulpfec;1080;on;on;541;2714;1106;209;Failed
googletalk;off;auto;off;auto;speex-8000;vp8;1080;off;off;970;3391;267;2621;ippi;off;auto;off;true;pcma-8000;auto;360;on;on;515;4507;4749;4488;Failed
googletalk;off;auto;off;auto;speex-8000;vp8;1080;off;off;970;3391;267;2621;ippi;off;auto;off;true;pcma-8000;auto;360;on;on;515;4843;598;4488;Failed
aim;on;auto;besteffort;auto;pcmu-8000;h264;720;off;off;1497;925;2134;3344;ippi;off;auto;off;true;pcma-8000;auto;720;on;off;515;4946;598;209;Connected
googletalk;off;tls;off;auto;speex-8000;vp8;1080;off;on;970;3391;577;1693;h323;off;auto;besteffort;auto;auto;auto;360;on;off;515;4827;598;4488;Failed
aim;off;auto;besteffort;auto;silk-12000;auto;720;on;off;627;1381;4695;3201;googletalk;off;auto;off;true;pcma-8000;auto;360;on;off;697;4843;598;4488;Connected
googletalk;on;auto;besteffort;auto;pcmu-8000;h264;1080;off;off;1487;4663;2764;3344;iptel.org;on;auto;off;false;speex-8000;ulpfec;1080;on;on;515;3576;1947;4757;Failed
aim;on;auto;off;auto;speex-8000;h264;1080;off;off;1497;4663;591;612;iptel.org;off;auto;off;true;speex-16000;auto;480;on;on;515;2547;1947;4488;Failed
aim;on;auto;besteffort;auto;pcmu-8000;h264;720;on;off;1497;925;1993;3344;ippi;off;auto;off;true;pcma-8000;auto;360;on;on;515;3576;1947;209;Failed
googletalk;on;auto;on;auto;pcmu-8000;h264;1080;off;off;1497;4663;591;612;iptel.org;off;auto;off;true;speex-16000;ulpfec;480;on;on;515;426;1312;825;Failed
aim;on;auto;off;auto;speex-8000;vp8;1080;on;off;1497;925;4695;3201;ippi;off;auto;off;auto;pcma-8000;auto;360;on;on;524;3512;598;2363;Failed
aim;on;auto;besteffort;auto;pcmu-8000;h264;1080;off;off;1497;1391;238;3344;ippi;off;tls;off;false;ilbc-8000;ulpfec;1080;on;off;524;1861;598;4488;Failed
googletalk;on;auto;besteffort;auto;pcmu-8000;h264;1080;on;off;1497;925;238;3344;ippi;off;auto;off;false;pcma-8000;auto;1080;on;off;515;4946;598;4663;Connected
googletalk;off;tcp;off;auto;silk-12000;auto;1080;off;off;870;3391;4832;1809;h323;off;auto;off;true;pcma-8000;auto;360;on;off;515;4843;598;4663;Failed
googletalk;on;auto;off;true;speex-8000;ulpfec;1080;off;on;829;4485;577;405;h323;off;auto;besteffort;auto;auto;vp8;240;on;on;515;4946;598;4488;Failed
aim;on;auto;besteffort;auto;pcmu-8000;h264;1080;on;off;1497;925;238;3344;ippi;off;udp;off;false;speex-8000;ulpfec;360;on;on;666;4843;598;4488;Failed
googletalk;on;auto;besteffort;true;ilbc-8000;h264;480;off;off;1497;4420;2325;612;icq;on;udp;off;false;speex-8000;ulpfec;1080;on;on;515;3576;1947;4109;Failed
aim;on;auto;besteffort;auto;speex-8000;vp8;1080;off;off;1488;4663;1447;612;ippi;off;udp;off;auto;auto;vp8;240;on;on;515;372;2572;4488;Failed
